amount,hour,day_of_week,is_weekend,distance_km,device_age_days,account_age_days,transactions_last_24h,avg_amount_30d,failed_attempts_24h,is_new_device,is_new_location,merchant_risk,amount_to_avg,night_transaction,velocity_risk,failed_attempt_risk,channel_WEB,channel_MOBILE,channel_POS
548.4,10,3,0,10.3,809,205,1,697.31,1,0,0,0.239,0.785324569317352,0,0.1,0.2,0,0,1
2325.17,0,1,0,24.67,1211,183,5,691.92,0,0,0,0.614,3.355611037349189,1,0.5,0.0,0,0,1
3127.51,5,2,0,43.62,1040,1442,3,1846.42,1,0,0,0.179,1.6929068647086207,1,0.3,0.2,0,0,1
1805.33,4,2,0,20.03,253,2317,4,2196.75,1,0,0,0.353,0.8214446593106586,1,0.4,0.2,0,1,0
1939.13,1,2,0,29.71,1327,1183,5,8332.73,1,1,0,0.549,0.23268452421664731,1,0.5,0.2,0,1,0
3020.29,0,1,0,38.88,839,1401,3,3585.06,0,0,0,0.397,0.8422307490672214,1,0.3,0.0,0,1,0
2062.67,1,1,0,45.29,364,1218,5,1347.88,0,0,0,0.44,1.5291723503944012,1,0.5,0.0,0,1,0
2384.85,2,5,1,29.92,1389,563,4,1339.34,0,0,0,0.149,1.7792873450020144,1,0.4,0.0,1,0,0
1555.33,7,6,1,56.58,241,2011,2,3017.75,0,0,0,0.246,0.5152231884057971,0,0.2,0.0,1,0,0
5096.83,14,4,0,10.65,1066,1942,4,1260.7,1,0,0,0.134,4.039652849330269,0,0.4,0.2,1,0,0
1637.98,20,6,1,0.1,86,2133,1,12992.71,0,1,0,0.55,0.12605945492088097,0,0.1,0.0,1,0,0
973.33,15,6,1,40.53,1329,1032,7,4264.74,1,0,0,0.611,0.22817377524181034,0,0.7,0.2,1,0,0
3643.09,11,4,0,91.98,1018,1901,1,3926.96,0,0,0,0.149,0.9274763490463244,0,0.1,0.0,1,0,0
2312.17,20,2,0,40.81,746,53,2,818.13,1,0,0,0.765,2.822714343266637,0,0.2,0.2,1,0,0
1580.77,11,5,1,7.39,368,1736,1,1413.29,0,0,0,0.023,1.1177127746077538,0,0.1,0.0,0,0,1
4414.75,13,2,0,12.37,63,661,2,1350.01,0,0,0,0.313,3.2677404312329297,0,0.2,0.0,0,1,0
4415.95,7,5,1,0.56,480,1867,2,992.11,1,0,0,0.45,4.4465869843219785,0,0.2,0.2,0,1,0
3249.46,7,0,0,50.45,1231,1553,4,2581.47,1,0,0,0.234,1.2582759915894475,0,0.4,0.2,0,0,1
6354.93,22,1,0,32.24,942,1110,4,3182.34,1,0,0,0.064,1.9963089082535952,0,0.4,0.2,1,0,0
4853.89,8,5,1,14.09,105,1304,3,2358.0,1,0,0,0.576,2.057604917337855,0,0.3,0.2,0,0,1
15384.02,9,3,0,9.44,368,376,2,1562.23,0,0,0,0.306,9.84117500303858,0,0.2,0.0,0,1,0
2236.7,2,3,0,29.83,793,2349,5,789.59,1,0,0,0.127,2.8291529111170135,1,0.5,0.2,0,1,0
4159.57,19,5,1,0.99,1194,1370,2,1812.38,0,0,0,0.204,2.2938214825353755,0,0.2,0.0,0,1,0
1318.5,10,0,0,13.99,431,1635,5,1098.2,0,0,0,0.119,1.199508733624454,0,0.5,0.0,0,1,0
800.9,5,2,0,44.25,322,1909,4,1860.8,0,0,0,0.367,0.43017509936620474,1,0.4,0.0,0,1,0
227.79,2,5,1,15.24,551,193,1,2762.68,0,0,0,0.284,0.08242271174665664,1,0.1,0.0,0,1,0
6328.22,0,1,0,21.21,555,1535,3,1594.81,0,0,0,0.069,3.965522211290818,1,0.3,0.0,0,0,1
2610.92,9,0,0,24.51,1178,259,2,3076.75,0,0,0,0.144,0.8483210137275607,0,0.2,0.0,1,0,0
1566.07,13,0,0,16.43,1343,1151,0,613.7,2,0,1,0.196,2.547698064096307,0,0.0,0.4,1,0,0
3540.52,1,1,0,28.68,45,2086,1,1266.78,2,0,0,0.184,2.7926927384877502,1,0.1,0.4,0,0,1
2652.92,13,1,0,31.61,886,2315,1,1388.25,0,0,0,0.325,1.909605902465359,0,0.1,0.0,1,0,0
3218.18,19,4,0,42.74,1125,2225,2,4040.93,0,0,0,0.579,0.7961988456009876,0,0.2,0.0,0,0,1
10380.31,8,6,1,15.41,124,238,3,1335.04,0,0,0,0.078,7.769460495194754,0,0.3,0.0,0,0,1
1717.35,8,4,0,21.23,639,48,3,2388.6,0,0,0,0.191,0.7186767659859391,0,0.3,0.0,0,1,0
562.26,18,2,0,54.29,537,1704,6,1263.34,1,0,0,0.049,0.4447063289937833,0,0.6,0.2,0,0,1
858.53,9,3,0,15.41,1228,1589,4,2477.43,2,0,0,0.321,0.34640074563332435,0,0.4,0.4,1,0,0
2929.16,16,1,0,43.45,464,2337,4,1985.69,0,0,0,0.066,1.4743920792876593,0,0.4,0.0,0,1,0
3516.27,16,5,1,46.5,1302,49,2,3044.96,0,0,0,0.301,1.1544045227120514,0,0.2,0.0,0,1,0
128.62,17,6,1,6.07,242,369,1,749.05,0,0,0,0.079,0.17148190120658624,0,0.1,0.0,0,0,1
2020.79,16,3,0,8.6,560,1412,4,1336.0,1,1,0,0.558,1.5114360508601346,0,0.4,0.2,0,1,0
3266.06,14,5,1,110.77,1289,1088,6,837.59,0,0,0,0.09,3.8947042058693757,0,0.6,0.0,1,0,0
4233.24,22,0,0,54.32,739,255,2,1357.48,0,0,0,0.413,3.1161592367940636,0,0.2,0.0,1,0,0
2597.55,0,2,0,29.0,197,1229,1,2844.24,0,0,0,0.385,0.9129458323375182,1,0.1,0.0,0,0,1
612.72,14,2,0,20.47,619,294,2,1084.17,0,0,0,0.329,0.564630426569109,0,0.2,0.0,0,1,0
1586.42,9,3,0,1.85,700,2491,1,1980.57,1,0,0,0.268,0.8005874130108954,0,0.1,0.2,0,0,1
404.01,3,2,0,31.82,1362,1336,4,683.9,0,0,0,0.214,0.5898817345597898,1,0.4,0.0,0,0,1
4738.7,9,1,0,46.01,932,1981,3,2165.92,1,0,0,0.295,2.186836616026434,0,0.3,0.2,0,0,1
1597.0,18,2,0,15.23,369,2084,3,2221.91,0,0,0,0.182,0.7184276466433639,0,0.3,0.0,1,0,0
2063.3,20,2,0,55.91,585,358,2,870.6,1,1,0,0.152,2.3672556218448833,0,0.2,0.2,1,0,0
2021.93,7,0,0,4.67,148,1247,8,911.24,0,0,1,0.113,2.2164452337104272,0,0.8,0.0,1,0,0
6477.18,22,2,0,24.72,33,320,3,646.82,1,0,0,0.157,9.998425488561637,0,0.3,0.2,1,0,0
906.1,21,4,0,41.14,496,1195,2,1361.4,0,0,0,0.128,0.6650763358778625,0,0.2,0.0,0,1,0
3589.86,18,3,0,24.59,137,2112,2,751.63,0,0,1,0.245,4.76975406242111,0,0.2,0.0,0,1,0
4700.49,23,3,0,12.01,1208,183,3,1993.72,0,0,0,0.51,2.3564660704259244,1,0.3,0.0,0,0,1
309.0,5,6,1,64.28,201,360,4,1026.77,0,0,1,0.286,0.3006509238448291,1,0.4,0.0,1,0,0
949.37,8,6,1,92.24,906,2081,2,1370.89,0,0,0,0.183,0.6920161237416994,0,0.2,0.0,0,0,1
2601.69,18,4,0,12.48,841,1271,4,581.4,0,0,0,0.414,4.4671875000000005,0,0.4,0.0,1,0,0
210.61,11,2,0,82.13,1064,2388,1,979.99,1,0,0,0.215,0.21469128125668968,0,0.1,0.2,0,1,0
2995.22,9,4,0,59.42,273,109,3,1564.32,0,0,0,0.425,1.9134873380522832,0,0.3,0.0,0,0,1
1593.43,16,6,1,119.76,145,1518,3,558.9,0,0,0,0.334,2.8459189140918024,0,0.3,0.0,0,1,0
4113.28,23,2,0,86.96,128,1011,3,842.45,2,0,0,0.153,4.876732467840417,1,0.3,0.4,1,0,0
1155.71,1,4,0,35.75,1411,147,4,2085.3,1,0,0,0.26,0.5539519723913148,1,0.4,0.2,1,0,0
16846.13,8,6,1,37.24,912,2458,1,1577.83,2,0,0,0.505,10.670008803987765,0,0.1,0.4,0,1,0
1696.43,7,1,0,19.34,1289,1221,6,1925.34,0,0,0,0.18,0.8806493142435915,0,0.6,0.0,1,0,0
3502.42,13,3,0,8.6,1432,2015,2,577.97,0,0,0,0.296,6.049398068984576,0,0.2,0.0,0,0,1
2138.27,23,0,0,47.19,1470,944,7,1390.25,0,0,0,0.165,1.5369415992812219,1,0.7,0.0,0,1,0
3832.7,9,3,0,19.93,1202,705,6,1277.33,0,0,0,0.088,2.998208600283182,0,0.6,0.0,0,1,0
1900.7,11,6,1,60.84,138,1518,3,1030.34,0,0,0,0.421,1.8429421917117539,0,0.3,0.0,0,0,1
1132.36,1,6,1,21.3,824,74,5,517.03,0,1,0,0.388,2.1858965696967356,1,0.5,0.0,0,0,1
2390.15,16,4,0,59.74,805,1331,7,2163.09,0,0,0,0.161,1.1044596111991645,0,0.7,0.0,1,0,0
1021.01,10,5,1,36.13,595,1330,3,1509.0,0,1,0,0.308,0.6761655629139073,0,0.3,0.0,0,1,0
1401.25,1,3,0,40.0,1498,1025,3,564.66,0,0,1,0.52,2.477194781317399,1,0.3,0.0,0,0,1
3368.03,8,4,0,16.21,13,2161,4,1473.18,0,0,0,0.041,2.284680296842991,0,0.4,0.0,1,0,0
172.05,2,0,0,2.7,490,684,4,1388.83,1,0,0,0.421,0.12379211846053116,1,0.4,0.2,0,0,1
3172.99,0,3,0,31.92,1428,380,3,1248.12,1,0,0,0.518,2.540180286921993,1,0.3,0.2,1,0,0
1837.75,13,1,0,96.15,90,1021,1,1419.51,0,0,0,0.49,1.293725492956755,0,0.1,0.0,1,0,0
1580.6,21,2,0,32.92,459,462,3,722.67,2,0,0,0.022,2.1841447068415163,0,0.3,0.4,0,0,1
1041.24,22,1,0,55.74,508,681,1,1314.77,0,0,0,0.436,0.7913541120408583,0,0.1,0.0,1,0,0
1950.69,2,2,0,12.47,1284,1251,2,759.14,0,0,0,0.425,2.566224642828953,1,0.2,0.0,0,1,0
1252.81,2,3,0,35.79,928,252,2,2700.6,1,1,0,0.475,0.4637289013917678,1,0.2,0.2,1,0,0
1783.96,23,2,0,15.41,953,820,4,1821.38,0,0,0,0.063,0.9789176790790065,1,0.4,0.0,0,0,1
4449.4,7,5,1,5.36,1369,1342,4,2221.37,1,0,0,0.306,2.0020968605587726,0,0.4,0.2,0,1,0
840.05,7,6,1,1.05,971,2426,2,4297.68,0,0,1,0.194,0.19542045465119523,0,0.2,0.0,0,1,0
18740.19,14,4,0,45.59,467,964,1,879.99,0,0,0,0.029,21.271739747329708,0,0.1,0.0,1,0,0
179.14,19,4,0,13.09,949,709,5,1367.51,0,0,0,0.26,0.1309014914030588,0,0.5,0.0,0,1,0
1712.68,2,4,0,75.41,440,42,1,4477.75,0,0,0,0.317,0.38240133965950324,1,0.1,0.0,0,0,1
2635.01,21,6,1,25.64,197,836,5,1782.66,0,0,0,0.295,1.477305091777581,0,0.5,0.0,0,0,1
159.43,0,6,1,38.01,1150,871,3,799.02,0,0,0,0.349,0.1992825179370516,1,0.3,0.0,0,1,0
1087.67,23,6,1,11.98,56,1452,1,1200.46,0,0,0,0.593,0.9052902302198992,1,0.1,0.0,0,0,1
1102.61,20,0,0,21.9,577,1217,5,767.49,2,0,0,0.334,1.4347746880245675,0,0.5,0.4,0,0,1
1290.69,15,3,0,20.45,741,867,6,628.55,0,0,0,0.225,2.050178699070765,0,0.6,0.0,1,0,0
1026.07,4,2,0,6.86,79,2063,4,1031.75,1,0,0,0.497,0.9935318324860808,1,0.4,0.2,0,0,1
593.22,4,3,0,35.07,1305,1850,3,645.78,0,0,0,0.07,0.9171897708649001,1,0.3,0.0,0,0,1
13711.42,20,6,1,3.38,1351,1401,4,1359.18,0,0,0,0.297,10.080592274551897,0,0.4,0.0,0,0,1
4170.3,7,3,0,1.81,368,282,2,446.87,0,0,0,0.239,9.31140732801929,0,0.2,0.0,1,0,0
2288.34,20,1,0,9.2,1340,1438,2,880.89,0,0,0,0.122,2.5948134121035507,0,0.2,0.0,1,0,0
31081.47,0,0,0,54.19,745,1926,4,1246.67,1,0,0,0.275,24.91161124335762,1,0.4,0.2,0,0,1
2872.89,13,2,0,4.71,718,1623,0,2357.43,0,0,0,0.354,1.21813664174896,0,0.0,0.0,0,1,0
1342.9,1,1,0,91.96,1408,1874,4,1882.07,0,0,0,0.173,0.7131439617220816,1,0.4,0.0,0,1,0
2630.15,13,1,0,35.78,563,564,4,440.71,0,0,0,0.265,5.954472391388015,0,0.4,0.0,0,1,0
1679.7,19,6,1,110.18,1110,1370,7,3222.65,0,1,0,0.346,0.5210553254850868,0,0.7,0.0,1,0,0
997.08,1,4,0,27.87,1111,1211,5,1045.48,0,0,0,0.158,0.9527941288892287,1,0.5,0.0,0,1,0
3248.4,14,0,0,0.58,1017,791,1,487.98,1,0,0,0.371,6.643216491472044,0,0.1,0.2,1,0,0
2283.31,2,6,1,4.1,591,1655,7,783.87,0,0,1,0.361,2.90915693044708,1,0.7,0.0,0,0,1
1446.53,4,1,0,23.15,1261,560,4,641.53,0,0,0,0.22,2.2513034410844632,1,0.4,0.0,0,1,0
863.5,6,1,0,24.86,1226,1376,2,517.91,0,0,0,0.574,1.6640650594515427,0,0.2,0.0,1,0,0
676.22,15,2,0,74.25,1406,1896,2,600.43,0,1,1,0.136,1.1243536238631264,0,0.2,0.0,0,0,1
1025.81,23,2,0,26.82,1145,95,6,3688.39,0,1,0,0.384,0.27804325376281713,1,0.6,0.0,0,1,0
2274.47,0,1,0,15.24,1332,2427,3,1577.82,2,0,1,0.164,1.4406138761860123,1,0.3,0.4,1,0,0
7774.92,1,0,0,15.5,1324,1154,2,1313.65,0,0,0,0.247,5.914060776632564,1,0.2,0.0,0,1,0
1189.99,16,2,0,71.66,1132,2007,2,2571.68,1,0,0,0.114,0.46254878181507225,0,0.2,0.2,0,0,1
469.64,13,6,1,8.71,1487,1497,4,499.0,0,0,0,0.366,0.93928,0,0.4,0.0,0,1,0
306.93,10,1,0,88.06,192,957,5,999.35,2,0,0,0.175,0.30682261208577,0,0.5,0.4,0,1,0
896.71,7,0,0,4.43,1062,52,2,2208.23,0,0,0,0.236,0.40589255079824194,0,0.2,0.0,0,0,1
6812.94,12,3,0,11.76,1174,1659,3,2251.2,0,0,0,0.149,3.0250155403605365,0,0.3,0.0,1,0,0
1035.38,19,3,0,81.34,1054,936,2,1193.81,1,1,0,0.043,0.8665645583816675,0,0.2,0.2,1,0,0
3396.3,9,0,0,18.08,355,436,3,2478.02,0,0,0,0.073,1.3700171842098894,0,0.3,0.0,0,1,0
609.36,2,3,0,18.73,967,570,1,2261.24,0,0,0,0.448,0.2693613409717802,1,0.1,0.0,0,1,0
367.57,0,6,1,12.48,1283,2499,2,1658.63,0,0,0,0.523,0.22147707621578303,1,0.2,0.0,1,0,0
1842.84,2,4,0,24.96,396,686,3,560.08,0,0,0,0.222,3.284451415127967,1,0.3,0.0,0,0,1
2424.4,15,4,0,56.07,859,1770,4,5337.83,0,0,0,0.07,0.4541069859875666,0,0.4,0.0,1,0,0
6810.27,4,6,1,9.35,366,2189,2,4532.87,0,1,0,0.167,1.502087620509631,1,0.2,0.0,0,0,1
1771.75,5,5,1,32.62,1175,1294,5,773.15,0,0,0,0.328,2.2886391526190017,1,0.5,0.0,1,0,0
4161.54,12,6,1,77.41,826,801,8,977.1,0,0,0,0.295,4.2547183314589505,0,0.8,0.0,0,0,1
1111.81,3,0,0,65.67,518,232,3,2397.5,0,1,0,0.136,0.4635438815926621,1,0.3,0.0,0,1,0
2756.37,21,6,1,35.35,428,2154,4,3169.64,0,0,0,0.439,0.8693418363484975,0,0.4,0.0,1,0,0
4886.32,11,5,1,74.17,1474,2028,5,1622.95,0,1,0,0.047,3.008910372856307,0,0.5,0.0,0,0,1
731.56,17,5,1,35.09,411,1447,1,596.71,1,1,0,0.414,1.2239380301483995,0,0.1,0.2,0,1,0
4561.44,11,2,0,1.85,590,327,4,2309.6,1,0,1,0.306,1.974136587899247,0,0.4,0.2,1,0,0
4829.56,20,1,0,30.96,29,703,3,1727.08,1,0,0,0.137,2.7947548724596087,0,0.3,0.2,0,0,1
2487.84,3,2,0,78.76,162,1621,3,1608.46,1,0,0,0.133,1.5457606899208431,1,0.3,0.2,0,1,0
637.34,19,6,1,7.8,645,1693,1,1034.34,0,0,0,0.225,0.6155852183823672,0,0.1,0.0,1,0,0
797.1,5,0,0,23.63,530,1520,3,700.5,0,0,0,0.265,1.1362794012829651,1,0.3,0.0,0,1,0
9648.47,12,2,0,2.42,456,2103,4,4085.71,0,0,0,0.023,2.360938260850415,0,0.4,0.0,1,0,0
1683.27,12,6,1,83.25,1112,538,3,895.16,0,0,0,0.364,1.8783141403320835,0,0.3,0.0,0,1,0
5489.46,4,5,1,118.19,1365,2077,6,2993.37,0,0,0,0.374,1.8332604187191297,1,0.6,0.0,1,0,0
1594.42,4,3,0,29.05,645,1161,2,2053.7,2,0,0,0.186,0.7759867620577214,1,0.2,0.4,0,0,1
2820.87,10,4,0,22.64,394,2338,3,3496.78,0,0,0,0.445,0.8064743923288485,0,0.3,0.0,1,0,0
978.29,19,3,0,60.14,600,1471,4,271.39,0,0,0,0.133,3.5915048276368444,0,0.4,0.0,0,0,1
642.84,14,1,0,45.23,1414,2178,4,3129.16,1,0,1,0.427,0.20536969356199047,0,0.4,0.2,0,1,0
5362.1,4,2,0,19.56,362,862,4,1753.58,3,0,0,0.283,3.0560589998746144,1,0.4,0.6,0,1,0
2205.96,15,5,1,17.37,827,1743,2,1873.84,0,0,0,0.112,1.176612404258497,0,0.2,0.0,0,0,1
764.84,5,5,1,24.05,870,163,2,3659.08,0,0,1,0.102,0.20896810998666698,1,0.2,0.0,0,0,1
1450.21,8,4,0,5.1,559,1911,2,797.96,0,0,0,0.221,1.8151221588064483,0,0.2,0.0,0,1,0
7086.96,8,0,0,33.01,1072,640,3,1433.57,0,0,0,0.156,4.940128400844853,0,0.3,0.0,1,0,0
136.14,2,6,1,74.61,453,1116,1,1182.74,1,1,0,0.333,0.11500836332302701,1,0.1,0.2,0,1,0
414.63,1,6,1,44.43,1132,1386,4,1854.81,0,0,0,0.417,0.22342265641418033,1,0.4,0.0,0,1,0
2259.12,16,2,0,6.11,1251,1761,2,680.3,2,0,0,0.12,3.3158960810215765,0,0.2,0.4,0,1,0
1710.08,1,6,1,27.78,1198,591,4,1449.16,0,0,0,0.416,1.1792353947150658,1,0.4,0.0,1,0,0
1314.03,5,6,1,23.57,615,2061,4,3016.0,0,0,0,0.488,0.43554192906861117,1,0.4,0.0,0,1,0
1306.52,23,0,0,13.26,146,1338,3,1298.58,0,0,0,0.248,1.005340186829591,1,0.3,0.0,0,0,1
1667.68,20,3,0,14.39,17,320,7,1150.03,1,1,0,0.369,1.448858848162081,0,0.7,0.2,0,0,1
3953.22,11,3,0,6.73,1302,366,2,3026.98,1,0,0,0.172,1.3055634449368885,0,0.2,0.2,0,0,1
988.97,12,3,0,30.29,327,411,5,1997.01,1,0,0,0.316,0.49497750261510204,0,0.5,0.2,0,1,0
1755.92,10,1,0,30.73,101,2145,2,2370.5,0,0,0,0.531,0.7404258907864222,0,0.2,0.0,0,0,1
1718.15,17,1,0,45.58,185,2028,4,531.17,0,0,0,0.27,3.228573576112897,0,0.4,0.0,0,1,0
1324.0,6,6,1,9.39,876,1657,0,1466.35,0,0,0,0.198,0.9023068797492078,0,0.0,0.0,0,1,0
3714.35,21,6,1,10.65,598,1344,4,2026.89,0,0,0,0.115,1.831632879495436,0,0.4,0.0,0,1,0
4287.92,11,3,0,12.54,858,1695,3,1611.76,0,0,0,0.337,2.658746496688906,0,0.3,0.0,1,0,0
1450.43,22,4,0,2.44,1318,2174,1,2329.98,0,1,0,0.256,0.6222404310633296,0,0.1,0.0,1,0,0
756.69,23,1,0,8.12,1265,1535,2,1246.19,0,0,0,0.031,0.6067158973372141,1,0.2,0.0,0,0,1
21958.01,14,4,0,10.46,728,1542,10,748.61,1,1,0,0.558,29.292578807646642,0,1.0,0.2,0,0,1
1911.07,17,5,1,18.69,417,1810,4,964.06,0,0,0,0.081,1.980260294696703,0,0.4,0.0,1,0,0
2792.55,10,3,0,87.28,197,96,5,2075.9,1,0,0,0.05,1.3445760508450093,0,0.5,0.2,0,1,0
8363.48,8,2,0,24.82,797,1345,5,1149.14,1,0,0,0.223,7.271706053176134,0,0.5,0.2,1,0,0
636.12,0,2,0,0.33,504,2472,1,923.69,0,0,1,0.584,0.6879278460889595,1,0.1,0.0,1,0,0
855.87,10,3,0,47.99,1296,1328,3,1111.18,1,0,0,0.02,0.7695426999226743,0,0.3,0.2,0,1,0
1561.36,13,3,0,21.48,685,2333,6,5686.15,0,1,0,0.4,0.27454173004052995,0,0.6,0.0,0,1,0
724.41,21,6,1,20.52,670,2123,2,682.81,0,0,0,0.139,1.059373217706673,0,0.2,0.0,0,0,1
782.15,16,1,0,16.32,103,1258,4,1779.94,1,0,0,0.149,0.4391781868002291,0,0.4,0.2,1,0,0
1050.22,6,1,0,69.58,815,1576,3,5017.79,0,1,0,0.274,0.20925760990198833,0,0.3,0.0,0,1,0
1206.34,5,0,0,35.88,48,1674,3,683.38,1,0,0,0.589,1.7626757064788567,1,0.3,0.2,0,0,1
5308.18,18,5,1,39.99,470,2159,0,1288.4,0,0,0,0.188,4.116782999844889,0,0.0,0.0,0,0,1
1177.51,6,5,1,53.43,1326,694,7,1719.54,0,0,0,0.271,0.6843839724737583,0,0.7,0.0,0,0,1
1529.61,18,5,1,25.29,772,1921,2,814.64,0,0,0,0.256,1.8753494188612623,0,0.2,0.0,0,1,0
3085.76,7,5,1,82.87,547,478,2,1682.08,0,0,0,0.312,1.833400670199872,0,0.2,0.0,1,0,0
530.47,15,3,0,42.43,1148,2037,4,1005.74,1,0,0,0.052,0.5269185688459781,0,0.4,0.2,1,0,0
10948.01,11,5,1,13.4,1145,210,3,774.02,0,0,0,0.093,14.126099971613636,0,0.3,0.0,0,0,1
2093.2,21,1,0,19.56,365,1848,3,1793.99,0,0,0,0.264,1.1661346302764917,0,0.3,0.0,0,1,0
2896.12,7,3,0,6.12,797,1339,0,3300.46,1,0,1,0.377,0.8772240160413877,0,0.0,0.2,1,0,0
893.17,2,2,0,17.98,61,2466,3,1629.63,0,0,0,0.363,0.5477453499567652,1,0.3,0.0,0,0,1
8128.12,11,0,0,39.29,385,337,3,4194.57,0,0,0,0.208,1.9373100675236024,0,0.3,0.0,1,0,0
1983.25,15,5,1,32.46,413,47,3,2134.62,0,0,0,0.096,0.9286530375254025,0,0.3,0.0,1,0,0
4193.47,6,4,0,5.69,608,2172,2,1676.46,1,1,0,0.327,2.4998926949077775,0,0.2,0.2,1,0,0
1897.17,17,0,0,22.4,1010,1941,3,1707.15,1,0,0,0.538,1.1106577291221498,0,0.3,0.2,0,1,0
827.47,21,5,1,72.71,343,1746,5,3312.47,0,0,0,0.485,0.24972913592095297,0,0.5,0.0,0,1,0
1297.22,19,0,0,42.49,165,304,0,1671.21,2,0,0,0.26,0.775751849349065,0,0.0,0.4,0,1,0
617.12,0,2,0,12.49,145,1920,4,2042.45,0,0,0,0.237,0.301999070199907,1,0.4,0.0,0,0,1
1368.03,20,6,1,25.0,1342,901,5,635.38,0,0,0,0.478,2.149706150413275,0,0.5,0.0,1,0,0
5882.85,19,3,0,50.35,1484,891,3,2237.56,0,0,0,0.259,2.627961725394897,0,0.3,0.0,1,0,0
1361.24,10,1,0,54.13,90,1121,0,764.53,0,0,0,0.102,1.778166760283725,0,0.0,0.0,0,1,0
1950.79,4,3,0,17.26,464,1682,3,2381.52,0,1,0,0.111,0.8187927068817891,1,0.3,0.0,0,0,1
5194.51,7,4,0,62.61,1223,984,2,595.3,1,0,0,0.573,8.71123595505618,0,0.2,0.2,0,1,0
6513.46,1,2,0,43.99,47,1326,1,561.48,1,0,0,0.457,11.579896174086189,1,0.1,0.2,0,0,1
3426.1,22,6,1,39.8,544,839,0,854.93,0,0,0,0.383,4.002780601217389,0,0.0,0.0,0,1,0
1261.68,21,5,1,7.84,999,172,6,957.95,0,0,0,0.151,1.3156890348819021,0,0.6,0.0,1,0,0
1091.5,4,6,1,71.74,882,2450,2,2290.33,0,0,0,0.161,0.4763608908363265,1,0.2,0.0,1,0,0
2490.91,7,2,0,14.06,186,693,4,860.46,0,1,0,0.476,2.8914981542961944,0,0.4,0.0,0,1,0
3113.1,11,5,1,2.33,854,1883,6,977.52,0,0,0,0.43,3.181437272615787,0,0.6,0.0,0,0,1
548.74,3,2,0,19.65,63,1334,1,531.22,2,0,0,0.496,1.031039795573259,1,0.1,0.4,0,1,0
3764.25,10,3,0,38.99,734,1006,4,1178.85,1,0,0,0.017,3.1904479382972415,0,0.4,0.2,1,0,0
6665.66,19,3,0,82.97,1445,1403,2,1035.52,0,1,0,0.522,6.4308069308841125,0,0.2,0.0,0,0,1
1638.8,5,2,0,81.17,1116,132,1,3022.45,0,0,0,0.286,0.5420298003935902,1,0.1,0.0,1,0,0
2875.57,17,1,0,39.98,1228,966,2,953.35,2,0,0,0.154,3.0131188767223764,0,0.2,0.4,0,0,1
1930.11,2,3,0,15.29,342,1189,7,2382.09,0,0,0,0.096,0.8099190546727147,1,0.7,0.0,0,0,1
3705.89,8,5,1,46.45,1470,1413,2,468.34,1,0,0,0.801,7.895960284655048,0,0.2,0.2,0,0,1
964.51,22,2,0,12.07,46,584,4,14503.61,0,0,0,0.427,0.0664967896413623,0,0.4,0.0,0,1,0
5666.94,4,6,1,41.2,892,635,1,1784.94,0,0,0,0.236,3.173085322015297,1,0.1,0.0,1,0,0
2586.48,0,3,0,31.75,19,1109,2,3087.77,1,0,0,0.323,0.8373818704532873,1,0.2,0.2,0,0,1
4245.54,21,1,0,14.36,1421,496,2,608.99,0,0,0,0.253,6.960015737962917,0,0.2,0.0,0,1,0
1348.27,12,0,0,73.76,1404,1596,3,4131.92,1,0,0,0.425,0.3262269775364633,0,0.3,0.2,1,0,0
2323.8,23,3,0,8.92,945,2085,2,1450.13,0,0,0,0.219,1.6013727233259598,1,0.2,0.0,0,1,0
3794.87,13,4,0,73.4,1155,481,1,540.53,1,1,0,0.271,7.0076819382121025,0,0.1,0.2,1,0,0
1331.62,2,0,0,4.13,1465,1873,4,3308.61,2,0,1,0.557,0.40234952154483455,1,0.4,0.4,0,0,1
4451.8,13,3,0,89.65,376,89,3,639.73,1,0,0,0.148,6.94801242332964,0,0.3,0.2,0,1,0
2735.83,10,0,0,21.33,914,2313,5,863.74,0,0,0,0.179,3.1637602053796514,0,0.5,0.0,0,0,1
1320.9,4,6,1,81.83,634,465,6,2739.77,1,0,0,0.116,0.4819448549130354,1,0.6,0.2,1,0,0
13211.8,0,2,0,55.6,868,1913,4,1810.64,0,0,0,0.206,7.292729239804817,1,0.4,0.0,1,0,0
705.47,14,3,0,3.18,568,1619,6,1373.39,0,0,0,0.22,0.5132968080384752,0,0.6,0.0,0,1,0
6584.81,9,4,0,64.22,27,1270,4,615.65,0,0,0,0.145,10.678358874564179,0,0.4,0.0,1,0,0
8850.38,0,0,0,45.58,1417,2407,1,1399.5,0,1,0,0.447,6.319443056051409,1,0.1,0.0,1,0,0
439.03,9,4,0,17.83,230,1233,4,2533.03,0,0,0,0.246,0.17325367102994044,0,0.4,0.0,0,0,1
118.39,13,3,0,51.89,1492,665,1,2564.63,0,0,0,0.135,0.046144611654837214,0,0.1,0.0,0,0,1
597.13,0,3,0,33.26,278,143,2,1212.66,0,1,1,0.42,0.49200764629303095,1,0.2,0.0,0,1,0
4527.4,6,5,1,68.87,885,517,2,797.92,0,0,0,0.088,5.666900315425825,0,0.2,0.0,0,1,0
13662.86,15,6,1,4.25,1035,1539,3,2770.35,0,1,0,0.425,4.930037707254588,0,0.3,0.0,1,0,0
