transaction_id,customer_id,amount,hour,day_of_week,is_weekend,distance_km,device_age_days,account_age_days,transactions_last_24h,avg_amount_30d,failed_attempts_24h,is_new_device,is_new_location,merchant_risk,channel,fraud
TX0006670,11833,4054.2,0,5,1,17.44,323,118,3,3297.96,1,0,0,0.299,WEB,0
TX0006671,10936,2677.92,23,0,0,29.18,317,476,2,2184.47,0,0,0,0.273,POS,1
TX0006672,11756,1601.75,8,4,0,14.52,60,1655,0,5239.56,0,0,0,0.265,MOBILE,0
TX0006673,11669,9720.26,19,0,0,29.19,861,2367,5,1112.8,1,0,0,0.433,MOBILE,1
TX0006674,12623,3765.71,11,1,0,27.9,1064,1942,1,1024.56,1,0,0,0.313,POS,0
TX0006675,12813,1187.59,22,4,0,0.65,755,1359,4,553.76,0,0,0,0.326,POS,0
TX0006676,14415,1241.76,15,4,0,36.22,748,1114,2,2332.68,0,0,0,0.345,MOBILE,0
TX0006677,14033,3959.69,5,1,0,60.66,698,857,2,549.07,0,0,0,0.213,MOBILE,1
TX0006678,11461,2204.79,2,3,0,43.87,1329,1894,3,2883.98,1,0,0,0.441,POS,0
TX0006679,14513,586.62,4,0,0,22.11,28,1622,3,608.33,0,0,0,0.142,MOBILE,0
TX0006680,12603,4403.94,14,3,0,70.0,293,1687,4,2524.38,0,0,0,0.33,POS,1
TX0006681,10938,6328.22,0,1,0,21.21,555,1535,3,1594.81,0,0,0,0.069,POS,0
TX0006682,11700,5866.02,19,6,1,62.75,1317,758,3,1509.38,0,1,1,0.237,WEB,1
TX0006683,13708,8419.38,6,5,1,35.84,666,1285,1,2455.15,1,1,0,0.141,MOBILE,1
TX0006684,14108,14253.25,21,2,0,30.77,1186,541,2,319.49,0,0,0,0.038,POS,1
TX0006685,11870,10152.76,2,2,0,63.9,823,2149,2,1930.0,2,0,0,0.129,WEB,1
TX0006686,10788,2530.58,21,6,1,2.63,1420,1316,3,1880.57,0,0,0,0.083,POS,0
TX0006687,10959,1461.35,20,6,1,3.0,1380,1803,1,1812.35,0,0,0,0.501,POS,0
TX0006688,10517,288.86,12,5,1,41.93,1238,774,2,1818.52,0,1,0,0.256,WEB,0
TX0006689,13493,1819.67,11,3,0,15.18,443,1773,1,561.76,1,1,1,0.181,WEB,0
TX0006690,12514,3025.04,21,2,0,50.9,603,1497,3,1069.47,0,0,0,0.29,POS,0
TX0006691,12255,1880.13,19,4,0,32.76,904,370,6,1202.1,0,0,0,0.432,MOBILE,0
TX0006692,13359,272.41,12,5,1,75.91,1183,2466,5,5663.21,0,0,0,0.206,MOBILE,1
TX0006693,14143,1351.43,7,0,0,58.16,419,1519,1,1044.06,0,0,0,0.377,WEB,0
TX0006694,13977,3431.92,1,0,0,10.83,966,468,3,1275.27,0,0,0,0.182,POS,0
TX0006695,10685,645.24,22,3,0,3.43,1490,1311,6,2403.58,0,1,0,0.114,MOBILE,0
TX0006696,12948,2124.38,23,3,0,7.61,1386,1442,3,746.7,0,0,0,0.165,WEB,0
TX0006697,14412,2771.57,20,1,0,9.25,423,2050,2,1277.36,0,0,0,0.496,WEB,0
TX0006698,13869,5505.54,0,0,0,13.57,1160,475,5,1911.43,0,1,0,0.192,POS,1
TX0006699,11647,9978.09,10,3,0,7.18,849,390,3,1749.91,1,1,0,0.132,POS,0
TX0006700,11963,1233.63,6,1,0,26.28,688,45,3,822.57,0,1,0,0.334,POS,0
TX0006701,14450,2163.1,10,1,0,16.1,1283,1400,1,835.7,1,0,0,0.441,POS,0
TX0006702,10164,2231.91,1,2,0,65.87,1397,2458,2,2027.17,0,0,0,0.034,POS,0
TX0006703,12627,3445.82,12,6,1,28.91,1356,706,3,3696.58,0,0,1,0.128,MOBILE,0
TX0006704,10580,3080.8,13,0,0,32.0,790,1926,5,1895.82,1,0,0,0.1,WEB,0
TX0006705,14472,7484.19,5,3,0,7.4,583,2127,2,4120.4,0,0,0,0.13,MOBILE,0
TX0006706,10193,174.91,13,6,1,65.79,392,520,1,430.41,0,0,0,0.196,POS,0
TX0006707,10116,2734.11,13,0,0,14.94,1259,308,3,2691.56,1,0,0,0.42,POS,0
TX0006708,11644,2930.57,15,6,1,7.21,48,578,4,1870.08,0,0,0,0.444,POS,0
TX0006709,11000,1422.7,5,5,1,27.82,969,782,3,1060.34,0,1,0,0.415,WEB,1
TX0006710,12477,187.08,3,0,0,36.39,563,145,2,1764.1,0,0,0,0.162,MOBILE,0
TX0006711,11497,1693.49,7,2,0,14.14,510,2162,6,4525.63,1,0,1,0.494,POS,0
TX0006712,11781,884.46,0,0,0,31.56,1406,1454,2,3688.79,0,0,0,0.196,MOBILE,0
TX0006713,12824,9638.27,16,2,0,51.68,628,2213,4,922.87,1,0,1,0.733,MOBILE,1
TX0006714,12802,2619.75,6,6,1,27.14,1252,2356,7,1888.6,0,1,0,0.66,WEB,1
TX0006715,14674,812.45,7,5,1,5.91,703,195,2,3625.3,0,0,0,0.235,POS,0
TX0006716,12403,231.11,1,0,0,11.46,779,731,2,2467.13,0,0,0,0.314,POS,0
TX0006717,12821,3249.19,12,5,1,5.02,1071,212,2,1133.17,1,0,0,0.476,WEB,0
TX0006718,13389,3610.82,0,6,1,61.4,88,1113,1,1199.54,1,0,0,0.615,WEB,0
TX0006719,10871,1450.65,11,4,0,52.03,1164,1327,3,429.64,0,0,1,0.374,MOBILE,0
TX0006720,13334,3291.89,6,4,0,14.98,959,577,4,1045.83,0,0,0,0.043,WEB,0
TX0006721,14309,1270.63,15,4,0,46.13,587,906,2,930.38,0,0,0,0.175,POS,0
TX0006722,11590,5233.09,23,3,0,92.07,1302,2327,7,738.04,1,0,0,0.189,WEB,1
TX0006723,10891,4857.25,13,1,0,25.64,1063,2391,3,1841.31,0,0,0,0.599,POS,0
TX0006724,11731,349.54,19,0,0,5.27,282,2430,2,1324.53,0,0,0,0.541,MOBILE,0
TX0006725,11375,446.01,4,0,0,8.5,80,2385,2,1302.38,0,1,0,0.334,WEB,0
TX0006726,12925,13722.93,8,2,0,31.16,614,1165,2,1344.99,0,1,0,0.29,POS,1
TX0006727,14318,4572.15,19,5,1,36.05,60,2095,1,5181.19,0,0,0,0.269,WEB,0
TX0006728,12982,509.36,9,5,1,19.17,1431,470,1,1152.72,0,0,0,0.258,MOBILE,0
TX0006729,10627,374.34,22,1,0,24.26,558,2130,1,798.28,1,0,0,0.135,MOBILE,0
TX0006730,11573,2215.68,22,2,0,47.6,648,1944,4,2357.37,0,0,0,0.402,WEB,0
TX0006731,13446,574.34,17,0,0,24.71,669,1170,3,1400.49,0,0,1,0.229,MOBILE,0
TX0006732,11651,1311.38,15,6,1,23.25,1184,1767,4,1753.6,1,0,0,0.359,MOBILE,0
TX0006733,12931,1716.88,8,1,0,3.49,919,2179,5,3550.51,0,0,0,0.342,WEB,1
TX0006734,13470,1644.36,20,3,0,32.52,273,343,1,1294.92,1,0,0,0.014,WEB,0
TX0006735,11645,5552.93,23,0,0,52.35,621,360,3,4514.51,0,0,0,0.205,MOBILE,0
TX0006736,13237,11274.49,20,5,1,34.3,763,2279,1,1540.31,0,0,0,0.068,MOBILE,1
TX0006737,11990,1115.02,8,6,1,13.44,75,717,3,1700.01,1,0,0,0.557,POS,0
TX0006738,10675,581.08,4,5,1,50.07,427,2361,3,3750.84,0,0,0,0.127,MOBILE,0
TX0006739,11860,2655.5,21,1,0,92.2,378,293,5,1793.08,1,0,0,0.379,MOBILE,0
TX0006740,12205,9200.58,0,3,0,21.71,333,228,5,3931.17,0,0,0,0.401,MOBILE,1
TX0006741,10011,1202.7,19,6,1,30.38,1275,1509,2,1585.91,0,1,0,0.176,POS,0
TX0006742,14463,4212.88,6,5,1,7.46,1227,207,3,1228.57,0,0,0,0.317,POS,0
TX0006743,12639,779.31,18,1,0,49.9,1219,1769,4,1403.14,1,0,0,0.153,WEB,0
TX0006744,10181,1838.7,14,6,1,13.8,1499,2195,4,4170.38,0,0,0,0.304,POS,0
TX0006745,14339,563.18,2,3,0,4.55,1436,287,4,1199.1,1,0,0,0.128,MOBILE,0
TX0006746,14275,1819.6,21,6,1,45.36,778,624,0,2710.09,0,1,1,0.482,POS,0
TX0006747,10060,1602.13,22,2,0,2.93,1384,1115,0,1734.36,0,1,1,0.191,POS,0
TX0006748,10815,3306.56,7,0,0,49.34,567,1185,2,1377.44,1,0,1,0.376,WEB,1
TX0006749,11818,10653.07,3,3,0,10.01,683,1773,6,750.89,0,0,0,0.157,MOBILE,1
TX0006750,12536,1220.05,20,5,1,13.83,1249,1190,5,1508.21,0,0,0,0.462,MOBILE,0
TX0006751,13628,243.67,10,5,1,31.22,1333,1818,8,1044.41,1,0,0,0.143,MOBILE,0
TX0006752,12121,1470.62,15,4,0,19.39,823,549,2,4032.77,1,0,0,0.317,MOBILE,0
TX0006753,13058,2428.09,19,6,1,45.43,845,84,0,2122.38,0,0,0,0.111,MOBILE,0
TX0006754,10050,2202.71,15,4,0,55.46,755,1340,2,2797.82,0,0,1,0.325,MOBILE,1
TX0006755,13292,1537.82,11,4,0,4.89,861,1659,4,1119.96,0,0,0,0.18,WEB,0
TX0006756,14576,7968.54,17,6,1,36.17,241,511,7,1101.24,0,0,0,0.147,POS,0
TX0006757,12631,2062.67,1,1,0,45.29,364,1218,5,1347.88,0,0,0,0.44,MOBILE,0
TX0006758,12274,1620.91,12,0,0,19.37,669,2392,4,1413.35,0,0,0,0.396,WEB,0
TX0006759,11485,827.03,14,6,1,33.8,1228,938,3,1339.27,2,0,0,0.262,MOBILE,0
TX0006760,14771,313.82,16,5,1,18.43,1234,98,1,1024.74,0,0,0,0.504,MOBILE,0
TX0006761,10166,2501.82,5,5,1,30.28,329,1971,3,1951.22,0,0,0,0.237,WEB,0
TX0006762,11433,2300.68,19,2,0,13.76,624,1673,5,966.01,0,0,0,0.195,MOBILE,0
TX0006763,10693,624.04,7,3,0,56.58,109,1677,5,4979.5,0,0,0,0.155,MOBILE,0
TX0006764,14331,1721.88,14,4,0,23.85,265,2320,1,1810.8,0,0,0,0.128,POS,0
TX0006765,12413,1558.83,16,4,0,12.19,810,1947,3,2935.95,1,1,0,0.344,MOBILE,0
TX0006766,14611,963.95,0,1,0,6.35,92,1345,6,864.59,0,0,0,0.716,POS,0
TX0006767,13325,814.22,22,2,0,39.47,177,737,1,839.86,1,0,1,0.298,WEB,0
TX0006768,12784,2698.96,12,2,0,53.04,1136,2274,5,2073.88,4,0,0,0.086,POS,0
TX0006769,12587,1436.16,0,3,0,19.42,656,766,3,1764.67,0,0,0,0.499,MOBILE,0
TX0006770,11013,996.8,14,4,0,52.79,910,2091,0,1736.91,0,0,0,0.261,POS,0
TX0006771,12810,760.42,6,1,0,65.62,1045,1896,2,1254.32,1,1,0,0.118,MOBILE,0
TX0006772,13426,1580.6,21,2,0,32.92,459,462,3,722.67,2,0,0,0.022,POS,0
TX0006773,14826,4537.02,3,2,0,50.25,559,840,7,1077.03,0,0,0,0.423,MOBILE,1
TX0006774,12744,2213.17,0,2,0,7.62,584,341,1,1435.32,0,0,0,0.42,POS,0
TX0006775,14694,1420.01,17,5,1,17.54,1375,1984,3,2298.45,0,0,1,0.266,WEB,0
TX0006776,14722,2450.46,1,0,0,55.26,496,1104,6,1495.6,2,0,0,0.227,WEB,0
TX0006777,12612,7043.97,4,4,0,33.23,787,295,4,1300.72,1,1,0,0.238,POS,1
TX0006778,12196,2939.39,8,1,0,13.16,450,1068,2,2147.46,1,0,0,0.137,POS,0
TX0006779,10713,2334.94,20,3,0,4.33,293,2308,2,1784.9,0,0,0,0.382,WEB,0
TX0006780,11342,3408.65,19,4,0,71.64,52,2412,3,5651.67,1,0,0,0.29,WEB,0
TX0006781,14395,1536.91,14,3,0,49.99,615,1221,2,557.3,0,0,0,0.208,MOBILE,0
TX0006782,10691,2163.78,11,2,0,51.05,671,1287,3,4342.52,2,0,0,0.071,WEB,1
TX0006783,11985,1103.88,16,4,0,44.13,88,1762,1,1593.69,0,1,0,0.092,POS,0
TX0006784,13493,381.84,7,0,0,57.96,1289,1902,2,1399.6,0,0,0,0.075,POS,0
TX0006785,11203,2536.09,21,6,1,14.42,1143,2211,5,2074.53,0,0,0,0.548,POS,0
TX0006786,14870,2545.86,16,2,0,5.9,1467,119,2,738.82,0,0,1,0.195,POS,0
TX0006787,13247,1349.96,14,0,0,1.36,1003,1271,4,1505.69,0,0,0,0.052,WEB,0
TX0006788,10141,5071.35,12,2,0,50.5,160,1828,2,1383.47,2,0,0,0.264,POS,0
TX0006789,11235,874.75,15,2,0,2.9,991,229,2,2152.35,0,0,0,0.24,POS,0
TX0006790,13702,306.18,13,1,0,23.96,262,2115,1,1996.2,0,0,0,0.451,POS,0
TX0006791,14315,896.44,16,4,0,54.68,126,2067,1,1833.88,1,0,0,0.207,MOBILE,0
TX0006792,14634,385.52,10,1,0,36.17,636,976,5,1553.13,1,0,0,0.229,MOBILE,0
TX0006793,14255,2523.94,7,2,0,4.01,1067,1224,5,2487.8,0,0,0,0.198,WEB,0
TX0006794,10373,848.49,17,0,0,51.5,203,1207,0,1448.62,0,0,0,0.405,WEB,0
TX0006795,13648,4818.56,7,1,0,28.75,898,35,2,2692.14,0,0,0,0.085,WEB,1
TX0006796,10550,4718.95,0,4,0,39.11,933,1337,4,686.79,0,0,0,0.138,MOBILE,0
TX0006797,10382,713.78,1,1,0,25.34,1132,1942,3,868.27,0,0,0,0.066,WEB,0
TX0006798,13459,802.26,0,5,1,46.54,1043,542,4,2171.27,0,0,0,0.25,MOBILE,0
TX0006799,12390,3071.69,12,3,0,37.75,841,462,3,969.6,0,0,0,0.408,WEB,0
TX0006800,13239,4795.25,16,1,0,22.03,1049,979,2,1033.1,0,0,0,0.508,WEB,0
TX0006801,14257,240.55,6,1,0,13.86,914,212,3,533.05,1,0,0,0.537,WEB,0
TX0006802,10344,2385.62,0,2,0,91.63,1398,1194,4,793.89,2,0,0,0.182,POS,0
TX0006803,12637,199.93,15,3,0,12.47,10,1655,0,1075.3,3,0,0,0.462,POS,0
TX0006804,14172,1040.05,8,6,1,21.25,236,486,1,904.53,0,1,0,0.307,MOBILE,0
TX0006805,12201,5373.31,19,1,0,69.05,1341,1548,6,2005.97,0,0,0,0.294,MOBILE,0
TX0006806,12617,36508.93,8,6,1,65.19,1176,2467,3,2621.47,2,0,0,0.15,MOBILE,1
TX0006807,12489,1417.6,15,4,0,46.98,454,81,2,859.0,0,0,0,0.313,WEB,0
TX0006808,14535,517.2,14,3,0,79.78,929,857,3,5469.32,0,0,0,0.113,POS,1
TX0006809,10249,1077.12,6,2,0,17.54,370,1598,2,889.6,0,0,0,0.082,POS,0
TX0006810,14389,1922.94,18,2,0,62.01,1123,1203,1,526.26,0,0,0,0.164,WEB,0
TX0006811,14081,920.85,19,5,1,17.11,694,181,5,5778.29,0,0,0,0.336,WEB,0
TX0006812,14062,713.88,19,6,1,73.57,413,469,7,2059.47,0,0,0,0.366,POS,0
TX0006813,12061,1174.61,7,3,0,65.04,1190,1430,2,833.07,0,0,0,0.552,POS,0
TX0006814,12579,2673.43,6,0,0,55.83,283,2379,4,2627.8,1,0,0,0.777,MOBILE,0
TX0006815,11844,1519.49,6,3,0,20.64,1068,662,4,3149.53,0,1,0,0.153,POS,0
TX0006816,11258,745.41,3,2,0,43.19,953,1864,0,2012.77,0,0,0,0.319,WEB,0
TX0006817,14377,921.02,21,5,1,39.06,1063,1551,3,2239.44,1,0,0,0.38,MOBILE,0
TX0006818,12529,1189.97,23,3,0,35.35,418,212,2,2393.19,0,0,1,0.219,POS,0
TX0006819,13616,662.56,19,0,0,104.47,984,809,4,666.32,0,0,1,0.135,MOBILE,0
TX0006820,10504,887.49,1,1,0,83.77,1296,1305,3,1004.73,2,0,0,0.466,MOBILE,1
TX0006821,13944,3426.1,22,6,1,39.8,544,839,0,854.93,0,0,0,0.383,MOBILE,0
TX0006822,13294,1429.7,19,6,1,26.98,1499,1036,5,536.79,2,0,0,0.311,POS,0
TX0006823,14988,311.7,1,2,0,71.68,203,2171,4,1607.91,0,0,0,0.345,POS,0
TX0006824,10669,5016.51,0,3,0,74.21,1274,1996,2,666.55,0,0,0,0.462,MOBILE,1
TX0006825,12700,2730.56,6,2,0,23.85,1423,744,2,3167.33,0,0,0,0.54,POS,0
TX0006826,12555,451.42,11,6,1,22.13,1097,369,2,1439.79,0,0,0,0.177,POS,0
TX0006827,12691,1249.08,8,5,1,13.55,782,1901,10,597.23,0,1,0,0.21,MOBILE,0
TX0006828,10271,815.21,15,2,0,31.02,1355,699,2,907.25,1,1,1,0.364,MOBILE,1
TX0006829,12365,3542.0,16,1,0,27.78,786,1372,3,2609.93,0,0,0,0.705,POS,0
TX0006830,11497,1241.27,11,1,0,54.48,1318,1888,4,2023.64,1,0,0,0.235,POS,0
TX0006831,13086,1673.66,9,5,1,83.45,1463,594,5,1045.72,0,0,0,0.304,MOBILE,0
TX0006832,11160,1489.73,13,6,1,63.3,1132,280,2,3600.89,0,0,0,0.62,MOBILE,0
TX0006833,12175,409.69,2,3,0,56.99,594,564,3,395.58,0,0,0,0.689,POS,0
TX0006834,13100,7338.85,0,3,0,12.14,837,2034,2,3385.44,0,0,0,0.401,POS,1
TX0006835,10320,3490.75,19,2,0,5.85,1473,2235,0,886.92,3,0,0,0.712,WEB,0
TX0006836,13933,852.49,3,5,1,46.26,1383,2122,1,4112.91,0,0,1,0.459,MOBILE,0
TX0006837,13578,2180.71,23,0,0,40.43,492,634,4,2196.85,1,0,0,0.49,MOBILE,0
TX0006838,10286,4767.89,13,2,0,44.59,403,811,4,2383.55,0,0,0,0.156,MOBILE,0
TX0006839,10323,1903.18,12,4,0,14.35,996,1772,4,2214.74,0,0,0,0.063,MOBILE,0
TX0006840,14251,8538.12,19,0,0,14.55,745,2010,5,1831.11,0,0,0,0.124,POS,0
TX0006841,11416,33302.67,4,2,0,1.87,1386,56,3,1261.02,0,1,0,0.089,MOBILE,1
TX0006842,14303,1586.71,13,4,0,44.84,379,541,3,1433.11,1,0,0,0.367,POS,0
TX0006843,12496,1005.27,11,2,0,19.71,155,2221,5,2366.68,1,0,0,0.364,POS,0
TX0006844,11711,669.23,11,1,0,73.31,604,1396,1,1045.53,1,0,0,0.31,POS,0
TX0006845,11367,196.76,22,5,1,16.02,737,2186,3,1034.34,1,1,0,0.249,WEB,0
TX0006846,13295,6270.97,23,6,1,15.55,1141,419,6,1399.01,0,0,0,0.524,MOBILE,0
TX0006847,10548,1264.01,9,1,0,11.6,1364,950,0,1548.65,0,1,0,0.387,MOBILE,0
TX0006848,12013,4319.51,9,2,0,0.15,649,960,4,1119.55,1,0,0,0.149,WEB,0
TX0006849,11729,5281.65,6,1,0,9.56,686,1481,3,3727.58,0,0,0,0.55,POS,1
TX0006850,10770,610.68,9,2,0,21.54,136,458,4,2591.62,0,0,0,0.175,WEB,0
TX0006851,11764,709.62,10,6,1,22.75,1305,1656,5,2480.27,0,0,1,0.32,POS,0
TX0006852,12643,10303.4,1,5,1,25.58,198,1858,1,372.6,0,0,0,0.571,POS,1
TX0006853,13387,1678.2,5,5,1,2.29,1000,1153,2,1281.14,1,0,0,0.407,POS,0
TX0006854,10431,930.06,18,2,0,43.56,274,1398,5,577.86,0,0,0,0.118,MOBILE,0
TX0006855,14361,632.94,17,0,0,8.91,1187,252,3,646.08,1,0,0,0.229,WEB,0
TX0006856,14392,1562.57,1,1,0,10.42,497,136,0,1310.06,0,0,0,0.22,WEB,1
TX0006857,13459,8130.98,21,6,1,5.7,620,1404,2,1544.24,0,1,0,0.307,MOBILE,1
TX0006858,14621,3572.35,3,1,0,24.61,323,2209,5,5133.18,1,0,0,0.505,POS,1
TX0006859,12139,2158.79,3,0,0,80.54,835,437,4,1870.82,0,0,1,0.15,POS,1
TX0006860,14108,8813.7,1,4,0,49.18,781,1736,4,3828.04,0,0,0,0.333,POS,1
TX0006861,13636,7268.59,3,2,0,104.09,476,922,6,483.11,0,1,0,0.354,POS,1
TX0006862,12812,2514.08,4,0,0,21.56,412,70,2,2763.49,1,0,0,0.268,WEB,0
TX0006863,10897,28901.87,21,2,0,5.82,1005,1311,2,7282.85,0,0,0,0.412,MOBILE,1
TX0006864,12787,1405.46,10,4,0,12.11,624,2063,3,3472.68,0,0,0,0.195,POS,0
TX0006865,14506,5396.85,4,2,0,34.05,778,1001,2,835.29,0,0,0,0.263,MOBILE,0
TX0006866,14923,1215.06,1,6,1,2.33,827,785,4,4969.53,0,1,0,0.14,MOBILE,0
TX0006867,12240,4439.91,5,3,0,15.59,889,2148,2,1230.39,0,0,0,0.167,POS,0
TX0006868,11239,1404.1,9,0,0,64.34,1398,194,4,642.21,1,0,0,0.053,POS,0
TX0006869,13737,2855.24,10,6,1,19.37,162,1377,1,940.01,1,0,0,0.405,WEB,0
TX0006870,10379,19646.96,11,1,0,27.17,811,359,3,791.3,0,0,0,0.406,MOBILE,1
TX0006871,10755,4662.9,4,2,0,25.71,856,189,3,903.45,0,0,0,0.254,POS,0
TX0006872,12809,2899.76,2,2,0,32.45,865,2383,2,588.1,0,0,0,0.145,POS,0
TX0006873,14951,829.51,11,3,0,43.19,241,1746,4,777.27,1,0,0,0.13,MOBILE,0
TX0006874,11643,2172.8,1,4,0,22.3,799,1599,3,1847.47,1,0,0,0.146,POS,0
TX0006875,12216,656.91,21,3,0,82.48,83,942,3,1691.59,1,0,0,0.276,POS,0
TX0006876,11611,4370.0,7,4,0,16.36,1150,2463,2,1401.58,2,0,0,0.213,MOBILE,0
TX0006877,12202,4261.68,15,1,0,32.44,1333,2338,5,3768.43,1,0,0,0.128,POS,0
TX0006878,10035,1504.03,15,6,1,45.9,207,2391,1,2475.06,0,0,0,0.06,POS,0
TX0006879,12973,9500.26,0,3,0,4.88,644,2449,6,7303.55,0,0,0,0.234,WEB,1
TX0006880,12981,8253.87,14,6,1,19.43,1374,606,3,829.6,0,0,0,0.215,MOBILE,1
TX0006881,11577,2090.56,15,0,0,29.82,528,2315,4,978.52,0,0,0,0.112,MOBILE,0
TX0006882,11320,3168.63,3,2,0,17.29,153,653,5,2286.68,0,0,0,0.339,WEB,0
TX0006883,13808,999.33,13,5,1,6.1,1191,245,5,1496.62,0,0,0,0.178,POS,0
TX0006884,10939,1371.09,2,1,0,8.66,679,1818,1,1111.62,0,0,0,0.225,POS,0
TX0006885,10235,612.49,11,4,0,27.09,423,1351,1,772.85,1,0,1,0.314,WEB,0
TX0006886,10202,1115.66,4,1,0,50.22,1040,1114,4,2369.81,0,0,0,0.206,POS,0
TX0006887,14408,1621.57,7,5,1,69.58,909,1461,4,670.99,0,0,1,0.164,POS,1
TX0006888,11821,342.12,20,4,0,14.71,720,345,4,1695.6,0,1,0,0.108,POS,0
TX0006889,10509,3204.64,21,3,0,41.91,532,502,3,1005.67,2,0,0,0.138,MOBILE,0
TX0006890,14394,5002.39,22,1,0,20.08,41,870,4,4122.59,0,0,0,0.359,POS,0
TX0006891,10743,1785.8,23,6,1,71.0,53,62,2,1173.46,0,0,0,0.535,POS,0
TX0006892,11683,121.3,12,5,1,28.56,810,57,3,1452.9,0,0,0,0.147,MOBILE,0
TX0006893,10103,1397.65,20,3,0,27.6,1064,798,2,517.93,0,0,0,0.041,POS,0
TX0006894,13395,446.82,21,3,0,64.87,779,795,4,3618.33,1,1,0,0.303,WEB,0
TX0006895,13496,978.4,6,5,1,27.04,329,1798,5,512.55,0,0,0,0.262,POS,0
TX0006896,13782,7688.48,3,0,0,17.0,751,886,3,1913.37,2,0,0,0.25,POS,1
TX0006897,11315,157.76,9,5,1,48.8,1449,118,2,850.37,0,0,0,0.369,MOBILE,0
TX0006898,11640,795.67,15,5,1,43.37,110,326,5,643.29,1,0,0,0.579,POS,0
TX0006899,14690,4126.2,2,5,1,70.32,1404,1545,3,864.61,0,0,0,0.174,WEB,1
TX0006900,14108,892.13,15,2,0,56.38,614,1516,1,700.02,0,0,0,0.141,MOBILE,0
TX0006901,10185,826.43,7,3,0,37.45,803,1441,7,2545.78,0,0,0,0.252,POS,0
TX0006902,13459,13738.37,10,6,1,8.24,25,680,3,1070.97,0,0,1,0.573,POS,1
TX0006903,14063,2627.87,9,4,0,57.88,942,94,6,3160.29,1,0,0,0.483,POS,0
TX0006904,12796,4581.79,17,5,1,29.89,278,2219,2,1022.4,0,0,0,0.297,POS,0
TX0006905,13199,2951.92,7,3,0,4.77,935,1254,3,807.85,0,0,0,0.164,MOBILE,0
TX0006906,10004,2115.91,11,3,0,20.43,893,2477,1,2415.09,0,0,0,0.358,POS,0
TX0006907,10150,6371.35,15,2,0,16.25,1340,2321,3,2618.14,0,0,1,0.311,MOBILE,0
TX0006908,10175,12099.13,20,0,0,28.35,385,552,2,2470.72,0,1,0,0.273,WEB,1
TX0006909,10794,334.3,10,5,1,5.79,1160,117,4,1178.29,0,0,0,0.092,MOBILE,0
TX0006910,14954,1737.54,3,3,0,14.78,140,2442,7,2430.91,0,0,0,0.166,WEB,0
TX0006911,13171,1723.9,13,3,0,33.78,1158,1690,3,583.14,0,0,0,0.521,WEB,0
TX0006912,13911,1171.76,0,4,0,11.74,780,654,1,1567.68,1,0,0,0.278,WEB,0
TX0006913,11477,4801.11,15,4,0,91.99,30,2282,3,5026.54,0,0,1,0.312,WEB,1
TX0006914,14687,2327.22,9,5,1,20.86,399,454,2,1146.97,0,0,0,0.288,MOBILE,0
TX0006915,10994,12345.1,15,5,1,15.96,2,39,6,1778.35,1,0,0,0.712,POS,1
TX0006916,14511,5408.94,3,5,1,28.37,500,1214,3,2701.73,0,0,0,0.37,WEB,1
TX0006917,10153,7046.2,11,4,0,30.81,31,696,3,531.33,0,0,0,0.235,POS,1
TX0006918,10102,542.6,4,6,1,10.73,94,695,1,636.46,1,0,0,0.293,MOBILE,0
TX0006919,10394,803.88,13,0,0,36.36,1216,1867,2,1831.02,0,0,0,0.444,WEB,0
TX0006920,13959,872.93,1,4,0,7.0,726,1131,1,1675.64,0,0,0,0.233,POS,0
TX0006921,11287,6759.21,12,0,0,46.37,1312,360,5,1175.66,0,1,0,0.329,WEB,1
TX0006922,12255,684.28,10,3,0,62.68,1009,509,3,1047.15,0,1,0,0.22,MOBILE,0
TX0006923,12356,704.58,3,0,0,49.48,1284,1155,1,1216.2,0,0,0,0.173,WEB,0
TX0006924,13947,586.51,17,2,0,51.01,476,1756,4,1357.38,0,0,0,0.293,MOBILE,0
TX0006925,11743,28242.1,20,2,0,49.12,295,1714,6,1764.39,0,0,0,0.288,MOBILE,1
TX0006926,10033,1561.36,13,3,0,21.48,685,2333,6,5686.15,0,1,0,0.4,MOBILE,0
TX0006927,11932,3057.74,12,5,1,39.4,789,508,4,1104.87,2,0,0,0.128,POS,0
TX0006928,11440,575.32,8,2,0,13.73,367,2254,4,958.95,1,0,1,0.37,MOBILE,0
TX0006929,13654,4697.57,6,0,0,3.41,321,2374,3,433.57,1,0,0,0.145,MOBILE,0
TX0006930,13756,305.48,0,0,0,57.74,806,1877,0,1368.46,0,1,0,0.104,POS,0
TX0006931,10459,676.23,11,5,1,89.04,396,1436,1,1446.0,1,0,0,0.254,WEB,0
TX0006932,13965,866.25,12,1,0,29.49,452,1737,6,2184.55,0,1,0,0.446,MOBILE,0
TX0006933,10352,2240.41,0,2,0,97.74,1373,737,4,1388.05,0,0,0,0.218,POS,1
TX0006934,13098,814.41,7,4,0,30.44,1223,2248,5,1311.38,0,0,0,0.106,POS,0
TX0006935,11946,8262.98,13,6,1,67.66,296,1923,3,2157.17,2,0,0,0.092,MOBILE,1
TX0006936,11506,2977.28,5,0,0,7.36,335,535,3,920.47,0,0,1,0.085,POS,0
TX0006937,12415,903.2,14,5,1,17.14,949,853,1,1378.86,1,1,0,0.093,POS,0
TX0006938,11551,4881.26,10,2,0,51.63,849,1633,0,4341.51,2,0,0,0.179,MOBILE,1
